"Code.Region";"Code_point_Libelle";"cluster";"lon";"lat";"Year";"Month";"Date";"ID.interne.passage";"Prelevement.niveau";"Profondeur.metre";"Code.parametre";"Methode_CHLOROA";"CHLOROA";"Shannon";"Simpson";"BergerParker";"Pielou";"Outlier";"Day";"SALI";"TEMP";"TURB";"NH4";"PO4";"SIOH";"OXYGENE";"NO3+NO2";"TURB-FNU";"Phylum.Classe";"Genus";"Taxon";"Valeur_mesure"
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Coscinodiscus";"Coscinodiscus + Stellarima";300
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Cryptophyceae";"Cryptophyceae";"Cryptophyceae";6402
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Diploneis";"Diploneis";100
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Dinophyceae";"Diplopsalis";"Diplopsalis + Diplopelta + Diplopsalopsis + Preperidinium + Oblea";1067
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Ditylum";"Ditylum";2134
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Eucampia";"Eucampia + Climacodium";200
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Guinardia";"Guinardia";3201
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Guinardia";"Guinardia delicatula";14930
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Guinardia";"Guinardia striata";6402
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Dinophyceae";"Gymnodinium";"Gymnodinium";10670
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Dinophyceae";"Gyrodinium";"Gyrodinium spirale";4268
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Dinophyceae";"Katodinium";"Katodinium";1067
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Lauderia";"Lauderia + Detonula";114100
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Leptocylindrus";"Leptocylindrus, complexe danicus groupe des larges (danicus + curvatus + mediterraneus + aporus + convexus + hargravesii + adriaticus)";12800
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Meuniera";"Meuniera membranacea";9600
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Nitzschia";"Nitzschia longissima";300
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Pennées";"Pennées";3201
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Haptophyta";"Phaeocystis";"Phaeocystis";13350000
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Pleurosigma";"Pleurosigma + Gyrosigma";1067
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Dinophyceae";"Protoperidinium";"Protoperidinium + Peridinium";200
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Pseudo-nitzschia";"Pseudo-nitzschia delicatissima";12800
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Pseudo-nitzschia";"Pseudo-nitzschia seriata";42680
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Rhaphoneis";"Rhaphoneis + Delphineis";2134
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Rhizosolenia";"Rhizosolenia imbricata + styliformis";17070
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Thalassiosira";"Thalassiosira + Porosira";5335
11;"At so";2;"1.4745046439";"50.2312831163";2008;4;2008-04-23;"5277434";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";19,61;1,49269249814057;0,585804435010225;0,623021846189698;0,443291167009393;"OUI";23;31,8;10,2;1,95;NA;NA;NA;12,08;NA;NA;"Bacillariophyceae";"Trieres";"Trieres mobiliensis";1067
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Asterionellopsis";"Asterionellopsis glacialis";64021
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Cerataulina";"Cerataulina";19294
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Chaetoceros";"Chaetoceros";30695
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Chaetoceros";"Chaetoceros curvisetus + debilis + pseudocurvisetus";95593
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Chaetoceros";"Chaetoceros danicus";100
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Chaetoceros";"Chaetoceros socialis + socialis f. radians";24556
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Ciliophora";"Ciliophora";"Ciliophora";3508
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Cryptophyceae";"Cryptophyceae";"Cryptophyceae";14032
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Dactyliosolen";"Dactyliosolen fragilissimus";20171
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Ditylum";"Ditylum";38588
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Guinardia";"Guinardia";2631
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Guinardia";"Guinardia delicatula";31572
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Guinardia";"Guinardia striata";3508
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Dinophyceae";"Gymnodinium";"Gymnodinium";2631
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Dinophyceae";"Gyrodinium";"Gyrodinium";100
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Dinophyceae";"Gyrodinium";"Gyrodinium spirale";100
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Dinophyceae";"Katodinium";"Katodinium";877
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Lauderia";"Lauderia + Detonula";40342
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Paralia";"Paralia sulcata";4385
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Haptophyta";"Phaeocystis";"Phaeocystis";990600
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Pleurosigma";"Pleurosigma + Gyrosigma";1754
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Autres protistes";"Protoctista";"Protoctista";7016
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Dinophyceae";"Protoperidinium";"Protoperidinium + Peridinium";2631
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Pseudo-nitzschia";"Pseudo-nitzschia";1754
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Pseudo-nitzschia";"Pseudo-nitzschia seriata";23679
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Rhaphoneis";"Rhaphoneis + Delphineis";4385
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Bacillariophyceae";"Rhizosolenia";"Rhizosolenia imbricata + styliformis";103486
11;"At so";2;"1.4745046439";"50.2312831163";2008;5;2008-05-07;"5277931";"Surface (0-1m)";0;"FLORTOT";"Spectrophotométrie monochromatique (Aminot et Chaussepied 1983 - Chlorophylle)";33,52;2,23756413942422;0,853887338878174;0,27391771435208;0,746917259321604;"OUI";7;32,6;13;4,5;NA;NA;NA;10,96;NA;NA;"Chlorophyta";"Scenedesmus";"Scenedesmus";3508
